Industry,Employees,Cloud_Usage,Firewall_Installed,EDR_Installed,SIEM_Installed,MFA_Enabled,DLP_Enabled,Compliance_Requirement,Main_Threat_Concern,Security_Budget,Risk_Level,Recommended_Solution
E-Commerce,250,Very High,No,Yes,Yes,No,No,PCI-DSS,Shadow IT,High,Medium,SIEM Solution
Defense,250,Medium,No,Yes,No,No,No,FISMA,OT Attack,Enterprise,High,Security Awareness Training
Defense,5000,High,No,Yes,No,Yes,No,CCPA,Privilege Escalation,Very Low,Low,MDR Service
Telecommunications,10000,High,No,Yes,Yes,Yes,No,HITRUST,Phishing,Enterprise,Low,XDR Platform
Transportation,500,Very High,Yes,No,Yes,Yes,Yes,PCI-DSS,Credential Theft,Medium,Low,SOC-as-a-Service
Technology,50,High,Yes,Yes,Yes,Yes,No,SOX,Web Application Attack,Very Low,High,ZTNA Solution
Transportation,2500,High,No,No,No,Yes,No,GDPR,Business Email Compromise,Medium,Low,IAM
Defense,5000,Low,Yes,No,No,No,Yes,IEC62443,Data Breach,Very Low,Low,Email Security Gateway
Telecommunications,100,Very High,Yes,No,No,No,No,SOC2,Phishing,Enterprise,Low,Security Awareness Training
Telecommunications,5000,Low,No,No,Yes,No,No,HIPAA,Web Application Attack,High,Low,MDR Service
Banking,100,None,No,Yes,No,No,Yes,CMMC,Zero-Day Exploit,Low,Medium,NAC
Manufacturing,100,Medium,Yes,Yes,Yes,No,Yes,SOX,API Attack,Enterprise,Critical,EDR Platform
Finance,100,Very High,No,Yes,Yes,No,No,CCPA,Phishing,Medium,Medium,Security Awareness Training
Telecommunications,500,None,Yes,Yes,Yes,Yes,No,CCPA,Nation-State Attack,High,Critical,MDR Service
Finance,50,High,Yes,Yes,Yes,Yes,No,ISO27001,DDoS,Medium,Low,ZTNA Solution
Defense,50,Very High,Yes,No,No,Yes,No,HIPAA,Phishing,Low,Critical,CASB
Real Estate,250,None,No,Yes,Yes,Yes,Yes,HITRUST,OT Attack,Low,Medium,IAM
Real Estate,500,None,Yes,No,Yes,Yes,Yes,SOC2,OT Attack,Medium,High,Cloud Security Platform
Transportation,100,High,Yes,Yes,Yes,No,No,NIST,APT,Very Low,Low,PAM
Transportation,250,High,Yes,No,No,Yes,Yes,SOX,Shadow IT,Very Low,Low,Cloud Security Platform
Defense,250,Low,No,Yes,Yes,No,No,IEC62443,Nation-State Attack,Medium,Low,CASB
Logistics,100,None,Yes,No,No,No,No,FedRAMP,Credential Theft,Low,High,NAC
Logistics,2500,Low,No,Yes,Yes,Yes,No,COBIT,Zero-Day Exploit,High,Low,Attack Surface Management
Logistics,10000,High,No,Yes,No,No,No,IEC62443,Cloud Security,Very Low,High,MDR Service
Transportation,10000,Very High,Yes,No,No,No,Yes,CMMC,Insider Threat,Enterprise,Low,XDR Platform
Education,10000,Medium,No,Yes,Yes,No,Yes,HITRUST,Privilege Escalation,Low,Medium,Security Awareness Training
Insurance,100,Very High,Yes,Yes,No,Yes,Yes,CMMC,Ransomware,Medium,Medium,WAF
Technology,250,None,No,Yes,Yes,No,No,COBIT,Phishing,Very Low,Low,EDR Platform
Insurance,2500,None,Yes,No,Yes,Yes,No,FISMA,Insider Threat,High,Critical,Security Awareness Training
Government,10000,Low,No,Yes,No,No,No,GDPR,Cloud Security,Medium,Medium,PAM
Telecommunications,500,Medium,Yes,Yes,No,No,No,CMMC,APT,High,High,ZTNA Solution
Energy,100,Very High,No,No,No,No,No,COBIT,Supply Chain Attack,Very Low,High,IAM
E-Commerce,250,High,No,Yes,Yes,No,No,IEC62443,Nation-State Attack,Medium,High,Ransomware Protection
Media,100,High,Yes,No,No,Yes,Yes,HIPAA,Cloud Security,Medium,Low,ZTNA Solution
Education,1000,Medium,Yes,No,Yes,Yes,No,SOX,Insider Threat,Enterprise,High,Threat Intelligence Platform
Real Estate,5000,Low,No,No,Yes,No,No,GDPR,Cryptojacking,High,Low,Attack Surface Management
E-Commerce,250,High,No,Yes,No,Yes,Yes,SOX,DDoS,High,Medium,Cloud Security Platform
Retail,5000,Very High,Yes,Yes,Yes,No,Yes,PCI-DSS,Web Application Attack,Low,High,Security Awareness Training
Pharmaceutical,250,Low,Yes,No,Yes,No,No,SOC2,DDoS,Enterprise,Critical,Attack Surface Management
Hospitality,2500,Medium,Yes,Yes,No,No,Yes,ISO27001,Web Application Attack,High,High,Security Awareness Training
Technology,50,Medium,Yes,Yes,No,Yes,No,COBIT,Malware,Enterprise,Medium,SOC-as-a-Service
Media,2500,Medium,No,Yes,No,No,No,CCPA,Credential Theft,Low,High,ZTNA Solution
Technology,100,Very High,No,No,No,No,Yes,CMMC,Nation-State Attack,Medium,High,ZTNA Solution
Manufacturing,2500,Very High,No,Yes,Yes,Yes,Yes,PCI-DSS,Ransomware,Low,High,Security Awareness Training
Healthcare,100,High,No,No,Yes,No,Yes,CMMC,Data Breach,Enterprise,Medium,ZTNA Solution
Hospitality,250,High,No,Yes,Yes,No,No,SOC2,OT Attack,Enterprise,High,EDR Platform
Energy,100,High,No,No,No,Yes,No,SOX,OT Attack,Medium,High,DLP Solution
Healthcare,5000,None,Yes,Yes,Yes,No,No,FedRAMP,OT Attack,Low,High,Vulnerability Management
Defense,2500,Very High,Yes,Yes,No,Yes,No,HIPAA,Ransomware,Enterprise,Low,PAM
Healthcare,50,Low,No,Yes,Yes,No,Yes,SOX,Shadow IT,Low,Medium,Cloud Security Platform
Insurance,1000,High,No,Yes,Yes,No,No,NERC-CIP,IoT Attack,Medium,Critical,WAF
Banking,50,None,Yes,No,Yes,Yes,Yes,FISMA,Cloud Security,Medium,Critical,Ransomware Protection
Manufacturing,2500,Medium,No,Yes,No,No,No,FedRAMP,Supply Chain Attack,High,Low,DLP Solution
Energy,10000,Low,No,Yes,No,No,Yes,SOC2,Cloud Security,Very Low,Medium,IAM
Government,2500,High,No,Yes,Yes,No,Yes,SOX,Privilege Escalation,Enterprise,Low,EDR Platform
Technology,1000,None,No,Yes,Yes,No,No,HIPAA,Shadow IT,High,Critical,Attack Surface Management
Real Estate,5000,None,No,No,Yes,Yes,No,ISO27001,Insider Threat,Very Low,Medium,CASB
Insurance,2500,Low,Yes,No,Yes,Yes,Yes,ISO27001,Web Application Attack,Enterprise,Low,WAF
Transportation,250,High,Yes,Yes,Yes,No,No,COBIT,Cryptojacking,Very Low,Medium,Threat Intelligence Platform
Oil & Gas,50,High,Yes,No,Yes,Yes,No,SOX,IoT Attack,Very Low,Low,Ransomware Protection
Banking,500,Low,No,Yes,No,No,No,HIPAA,Business Email Compromise,Very Low,High,Data Encryption Platform
Real Estate,2500,Medium,Yes,Yes,No,No,Yes,HITRUST,Web Application Attack,Very Low,Low,PAM
Banking,100,Very High,No,Yes,Yes,Yes,No,FISMA,Shadow IT,Enterprise,Low,Data Encryption Platform
Energy,2500,None,No,Yes,No,Yes,No,ISO27001,Cryptojacking,Enterprise,Critical,NAC
Finance,100,Very High,Yes,No,No,No,Yes,ISO27001,Cryptojacking,Low,Low,DLP Solution
Finance,50,Medium,Yes,Yes,No,No,No,GDPR,Web Application Attack,Medium,Low,XDR Platform
Banking,50,Very High,No,Yes,No,Yes,No,CCPA,Phishing,Low,Low,PAM
Defense,10000,Medium,No,No,Yes,Yes,Yes,CCPA,Cloud Security,Low,Medium,Email Security Gateway
E-Commerce,250,Low,Yes,No,No,No,Yes,FISMA,Data Breach,Low,Critical,NAC
E-Commerce,250,Low,Yes,No,No,No,No,IEC62443,Cloud Security,High,Critical,Attack Surface Management
Telecommunications,50,Medium,No,No,Yes,Yes,Yes,IEC62443,Business Email Compromise,Low,High,Threat Intelligence Platform
Government,1000,High,Yes,No,Yes,No,Yes,CMMC,OT Attack,Enterprise,Critical,Cloud Security Platform
Telecommunications,250,Medium,No,Yes,No,No,Yes,PCI-DSS,IoT Attack,Very Low,Medium,Threat Intelligence Platform
Real Estate,5000,Low,Yes,Yes,No,No,No,NERC-CIP,Nation-State Attack,Very Low,Low,WAF
Banking,10000,Very High,Yes,Yes,No,No,Yes,HITRUST,Shadow IT,Enterprise,Critical,SIEM Solution
E-Commerce,10000,Low,No,No,No,Yes,Yes,IEC62443,APT,Very Low,Critical,DLP Solution
Telecommunications,1000,Low,No,No,Yes,Yes,Yes,HITRUST,Ransomware,Low,High,XDR Platform
Defense,100,Low,No,Yes,Yes,Yes,Yes,NERC-CIP,Malware,High,Critical,Security Awareness Training
E-Commerce,500,None,Yes,Yes,No,No,No,COBIT,API Attack,Very Low,High,PAM
Healthcare,1000,None,No,No,Yes,No,Yes,GDPR,Credential Theft,Low,Critical,Attack Surface Management
Banking,5000,Low,Yes,No,No,No,Yes,FISMA,OT Attack,Low,Low,SOC-as-a-Service
Hospitality,10000,None,Yes,No,No,No,Yes,COBIT,Phishing,Medium,High,Security Awareness Training
Energy,2500,High,Yes,No,No,Yes,Yes,COBIT,Malware,Very Low,Critical,WAF
Healthcare,100,None,No,No,No,Yes,No,GDPR,Business Email Compromise,Enterprise,Medium,Cloud Security Platform
Telecommunications,5000,Medium,Yes,Yes,No,No,No,CMMC,API Attack,Enterprise,Low,DLP Solution
Manufacturing,50,None,Yes,Yes,No,Yes,No,SOX,OT Attack,Very Low,Critical,ZTNA Solution
Manufacturing,10000,Very High,No,No,No,Yes,Yes,FedRAMP,Nation-State Attack,Very Low,Low,MDR Service
Manufacturing,250,Medium,No,No,No,Yes,No,FedRAMP,IoT Attack,Medium,Critical,PAM
Transportation,5000,Medium,Yes,No,No,No,Yes,SOX,Nation-State Attack,Enterprise,Low,DLP Solution
Media,5000,High,Yes,Yes,No,Yes,No,HITRUST,Business Email Compromise,High,Low,Data Encryption Platform
Hospitality,10000,Very High,No,Yes,No,Yes,No,SOC2,Supply Chain Attack,High,Low,NAC
Healthcare,2500,Medium,No,No,No,Yes,No,IEC62443,Nation-State Attack,Very Low,Critical,Cloud Security Platform
Healthcare,50,Medium,Yes,No,No,No,Yes,IEC62443,Cloud Security,Very Low,Low,DLP Solution
Manufacturing,500,High,Yes,Yes,Yes,Yes,Yes,SOC2,Malware,Very Low,Low,DLP Solution
Transportation,250,Low,No,Yes,No,No,No,CMMC,IoT Attack,Low,High,PAM
Telecommunications,2500,Low,No,Yes,No,Yes,Yes,CMMC,Malware,Low,High,WAF
Energy,5000,Medium,Yes,No,Yes,Yes,Yes,NERC-CIP,Shadow IT,Very Low,Low,CASB
Energy,5000,Very High,Yes,No,No,Yes,Yes,IEC62443,Phishing,Low,Low,IAM
Media,2500,Medium,No,No,Yes,No,Yes,SOX,Cryptojacking,Enterprise,Low,Vulnerability Management
Logistics,2500,Very High,No,No,Yes,No,Yes,GDPR,Nation-State Attack,Enterprise,Low,IAM
Media,2500,High,Yes,No,No,Yes,No,CCPA,Nation-State Attack,Low,High,XDR Platform
Retail,1000,High,Yes,No,Yes,Yes,No,NERC-CIP,Data Breach,Low,Low,Data Encryption Platform
Energy,250,Very High,No,No,Yes,No,Yes,SOX,Insider Threat,High,Medium,Data Encryption Platform
Energy,5000,None,No,No,Yes,No,No,CMMC,Cloud Security,Very Low,High,ZTNA Solution
Government,2500,Medium,No,Yes,No,No,No,NIST,Phishing,High,Critical,CASB
Education,1000,High,No,Yes,No,Yes,No,NIST,Shadow IT,Low,Critical,IAM
Energy,100,Very High,No,Yes,Yes,No,Yes,COBIT,Cryptojacking,Very Low,Low,DLP Solution
Transportation,10000,High,No,Yes,No,No,No,FedRAMP,APT,Very Low,Critical,CASB
Logistics,250,Medium,No,No,No,Yes,Yes,HIPAA,Nation-State Attack,Medium,Critical,SOC-as-a-Service
Transportation,500,Low,Yes,Yes,No,Yes,No,NIST,OT Attack,Enterprise,Medium,Cloud Security Platform
Telecommunications,250,None,Yes,Yes,No,No,No,SOC2,Cryptojacking,Low,High,Threat Intelligence Platform
Oil & Gas,50,Very High,Yes,Yes,Yes,Yes,No,FedRAMP,Cloud Security,Medium,Critical,MDR Service
Education,1000,Medium,No,Yes,No,No,No,CMMC,Privilege Escalation,Medium,Low,SOC-as-a-Service
Transportation,1000,Medium,Yes,No,Yes,Yes,Yes,PCI-DSS,Phishing,Enterprise,High,Vulnerability Management
Energy,100,Very High,No,No,No,No,No,NIST,APT,Medium,Critical,EDR Platform
Healthcare,500,Very High,No,Yes,Yes,No,No,CCPA,API Attack,High,Low,WAF
Hospitality,100,None,Yes,No,Yes,No,Yes,NERC-CIP,Zero-Day Exploit,High,High,IAM
Banking,5000,Medium,Yes,No,Yes,Yes,No,HIPAA,Phishing,Enterprise,Medium,Cloud Security Platform
Telecommunications,1000,High,Yes,Yes,Yes,Yes,No,CCPA,Credential Theft,Medium,Critical,Attack Surface Management
Hospitality,500,High,No,Yes,No,Yes,No,SOC2,Credential Theft,Low,High,CASB
Manufacturing,5000,Medium,Yes,Yes,No,No,No,NIST,Phishing,Medium,Low,MDR Service
Pharmaceutical,10000,Low,Yes,No,Yes,No,No,SOC2,Credential Theft,Very Low,Medium,Email Security Gateway
Manufacturing,250,Very High,No,Yes,No,Yes,Yes,FedRAMP,Nation-State Attack,High,Critical,IAM
Education,100,Low,No,Yes,No,Yes,Yes,COBIT,Malware,Medium,High,Cloud Security Platform
Defense,10000,None,No,No,Yes,No,Yes,PCI-DSS,Phishing,Very Low,High,Threat Intelligence Platform
Energy,2500,None,Yes,Yes,No,Yes,No,HIPAA,Credential Theft,Medium,Medium,IAM
Real Estate,2500,High,Yes,Yes,Yes,No,Yes,SOX,APT,High,High,PAM
Education,50,Medium,Yes,Yes,No,No,Yes,SOC2,DDoS,Low,Critical,Attack Surface Management
Insurance,2500,Medium,Yes,No,No,No,No,PCI-DSS,Malware,Enterprise,High,Data Encryption Platform
Oil & Gas,1000,Very High,No,No,Yes,Yes,No,GDPR,Business Email Compromise,Medium,Critical,Vulnerability Management
Real Estate,50,Very High,Yes,No,Yes,Yes,Yes,CCPA,OT Attack,Very Low,High,XDR Platform
Banking,1000,Medium,No,Yes,Yes,No,Yes,SOX,Malware,Medium,Low,ZTNA Solution
Healthcare,2500,None,No,Yes,Yes,No,No,IEC62443,Zero-Day Exploit,Medium,Medium,Email Security Gateway
Media,50,None,No,No,Yes,No,Yes,FISMA,Insider Threat,Very Low,Medium,NAC
Hospitality,50,None,No,Yes,Yes,Yes,Yes,ISO27001,Insider Threat,Enterprise,High,IAM
Energy,10000,Low,Yes,No,Yes,No,No,HITRUST,Business Email Compromise,Medium,High,Cloud Security Platform
Oil & Gas,5000,Medium,Yes,Yes,Yes,Yes,Yes,SOC2,Supply Chain Attack,Low,Critical,XDR Platform
Energy,250,Very High,Yes,No,No,No,No,NERC-CIP,Business Email Compromise,Enterprise,Low,Security Awareness Training
Government,500,None,Yes,Yes,Yes,Yes,Yes,HITRUST,DDoS,Enterprise,Low,Threat Intelligence Platform
Education,5000,Medium,Yes,Yes,No,Yes,No,FedRAMP,APT,Enterprise,Low,CASB
Technology,1000,Very High,Yes,No,Yes,No,Yes,IEC62443,Cloud Security,Enterprise,Medium,Email Security Gateway
Banking,100,Very High,No,Yes,Yes,Yes,No,NIST,Cryptojacking,Enterprise,Medium,Attack Surface Management
Pharmaceutical,500,Very High,Yes,Yes,No,Yes,No,ISO27001,Shadow IT,Enterprise,Critical,SIEM Solution
Media,10000,Low,Yes,No,Yes,No,Yes,ISO27001,IoT Attack,Very Low,High,IAM
Media,5000,High,Yes,No,Yes,No,No,COBIT,API Attack,Enterprise,Low,DLP Solution
Telecommunications,10000,Very High,No,Yes,Yes,No,No,PCI-DSS,Cryptojacking,Medium,Medium,Data Encryption Platform
Oil & Gas,1000,None,Yes,No,Yes,Yes,Yes,FISMA,IoT Attack,Enterprise,Low,WAF
Education,100,None,Yes,No,Yes,Yes,No,ISO27001,Business Email Compromise,Medium,Critical,Cloud Security Platform
Finance,5000,High,Yes,Yes,Yes,Yes,Yes,SOX,Nation-State Attack,High,Low,DLP Solution
Government,500,None,Yes,No,No,No,Yes,IEC62443,Data Breach,High,Medium,EDR Platform
E-Commerce,1000,Low,No,Yes,Yes,No,Yes,SOC2,API Attack,Enterprise,Critical,SIEM Solution
Finance,1000,High,Yes,No,Yes,Yes,Yes,PCI-DSS,IoT Attack,Enterprise,Critical,Email Security Gateway
Banking,250,Low,No,Yes,Yes,Yes,Yes,CMMC,Nation-State Attack,Medium,Low,WAF
Government,1000,Low,Yes,No,No,No,Yes,HIPAA,Ransomware,Very Low,Critical,MDR Service
Banking,2500,Medium,Yes,Yes,Yes,No,Yes,COBIT,Cryptojacking,Very Low,Critical,Attack Surface Management
Insurance,10000,Very High,No,Yes,Yes,Yes,Yes,COBIT,Nation-State Attack,Very Low,Low,DLP Solution
Government,50,High,Yes,No,No,Yes,Yes,SOX,Malware,Enterprise,High,CASB
Education,50,Low,Yes,No,Yes,Yes,No,IEC62443,OT Attack,Very Low,Critical,ZTNA Solution
Telecommunications,100,High,Yes,Yes,Yes,No,No,FISMA,Phishing,Medium,High,MDR Service
Oil & Gas,500,Medium,Yes,No,No,Yes,No,CCPA,Malware,Very Low,Low,SOC-as-a-Service
Real Estate,1000,Low,Yes,Yes,Yes,Yes,No,FedRAMP,Web Application Attack,Very Low,Medium,CASB
Technology,50,Low,No,No,Yes,Yes,Yes,IEC62443,Zero-Day Exploit,Medium,Critical,Security Awareness Training
Real Estate,1000,None,No,No,Yes,Yes,Yes,GDPR,Supply Chain Attack,High,Critical,MDR Service
Finance,2500,Low,No,Yes,Yes,No,No,FISMA,Nation-State Attack,Low,Critical,MDR Service
Healthcare,50,Very High,Yes,Yes,No,No,No,IEC62443,OT Attack,Very Low,Low,WAF
Energy,5000,Medium,No,No,Yes,No,Yes,IEC62443,Shadow IT,Very Low,Low,Security Awareness Training
Manufacturing,500,None,No,No,No,Yes,Yes,FISMA,Cryptojacking,Low,High,Ransomware Protection
Government,2500,High,No,No,No,Yes,Yes,NERC-CIP,API Attack,Very Low,Medium,NAC
Healthcare,50,High,No,Yes,Yes,Yes,Yes,PCI-DSS,Phishing,High,Critical,Cloud Security Platform
Media,2500,Medium,No,No,No,Yes,Yes,FISMA,Web Application Attack,Medium,Critical,WAF
Transportation,500,None,No,Yes,No,No,Yes,COBIT,Business Email Compromise,Very Low,Critical,DLP Solution
Energy,250,High,No,No,No,No,No,CMMC,Cryptojacking,Very Low,Low,XDR Platform
Healthcare,1000,Low,Yes,Yes,No,No,Yes,SOX,Insider Threat,High,Critical,PAM
Transportation,10000,Very High,Yes,No,Yes,Yes,No,CCPA,Insider Threat,Very Low,Medium,IAM
Government,500,Low,Yes,No,No,Yes,Yes,COBIT,Nation-State Attack,Enterprise,Low,DLP Solution
Hospitality,500,Low,No,No,Yes,No,Yes,FISMA,Business Email Compromise,Enterprise,High,CASB
Healthcare,10000,Very High,Yes,No,No,No,No,GDPR,Insider Threat,Very Low,Medium,Security Awareness Training
Transportation,2500,Low,No,No,Yes,No,No,IEC62443,Data Breach,Medium,Critical,Email Security Gateway
Education,500,Low,No,Yes,Yes,Yes,No,IEC62443,OT Attack,Enterprise,Medium,ZTNA Solution
Hospitality,100,High,No,No,Yes,Yes,No,FISMA,Supply Chain Attack,Low,High,DLP Solution
Logistics,250,Low,No,No,Yes,No,Yes,FedRAMP,Data Breach,Enterprise,Medium,Data Encryption Platform
Pharmaceutical,2500,None,No,No,Yes,Yes,No,CMMC,Credential Theft,High,Medium,MDR Service
Technology,1000,None,Yes,Yes,Yes,No,Yes,SOX,Malware,High,Critical,Vulnerability Management
Insurance,1000,Low,Yes,Yes,Yes,Yes,No,HIPAA,Nation-State Attack,High,Critical,Vulnerability Management
Logistics,250,None,No,No,No,No,No,HIPAA,Credential Theft,Medium,High,WAF
Manufacturing,1000,Very High,No,Yes,Yes,Yes,Yes,PCI-DSS,Cryptojacking,Medium,Low,MDR Service
Transportation,500,None,Yes,Yes,Yes,Yes,Yes,SOX,Zero-Day Exploit,Very Low,Medium,XDR Platform
Finance,100,Very High,Yes,No,Yes,Yes,No,COBIT,Cloud Security,Medium,Critical,Security Awareness Training
Government,250,None,Yes,Yes,No,No,No,CMMC,Data Breach,Medium,Medium,EDR Platform
Oil & Gas,10000,None,Yes,No,No,Yes,No,HITRUST,Business Email Compromise,High,Medium,SIEM Solution
Telecommunications,100,High,Yes,Yes,Yes,Yes,Yes,GDPR,DDoS,Medium,Low,Threat Intelligence Platform
Government,1000,Low,Yes,No,Yes,Yes,Yes,CCPA,Web Application Attack,Medium,Low,ZTNA Solution
Healthcare,250,None,Yes,No,Yes,Yes,Yes,ISO27001,Ransomware,Enterprise,Critical,IAM
Hospitality,10000,Low,No,Yes,Yes,Yes,No,IEC62443,Nation-State Attack,Enterprise,Medium,SIEM Solution
Hospitality,100,None,No,Yes,No,No,No,GDPR,Nation-State Attack,Medium,Medium,NAC
Finance,1000,High,Yes,No,Yes,No,No,PCI-DSS,Shadow IT,Medium,Low,Security Awareness Training
Insurance,100,None,No,No,Yes,Yes,No,COBIT,APT,Very Low,Low,Vulnerability Management
Energy,50,Medium,Yes,No,No,Yes,No,GDPR,DDoS,Enterprise,Critical,NAC
Defense,2500,Very High,Yes,Yes,No,Yes,No,SOC2,API Attack,Low,High,Vulnerability Management
Education,100,High,Yes,Yes,No,No,No,FedRAMP,Nation-State Attack,High,Low,PAM
Finance,10000,High,Yes,No,Yes,Yes,Yes,FedRAMP,IoT Attack,Enterprise,Critical,PAM
Pharmaceutical,250,Very High,Yes,No,Yes,Yes,Yes,GDPR,Insider Threat,Medium,Critical,Threat Intelligence Platform
Defense,250,High,No,No,No,No,Yes,IEC62443,Insider Threat,High,High,Cloud Security Platform
Retail,500,Very High,No,Yes,Yes,No,Yes,SOX,Cloud Security,Medium,Critical,NAC
Real Estate,1000,Low,No,No,No,No,Yes,CMMC,OT Attack,Low,Low,Vulnerability Management
Transportation,2500,High,No,No,No,No,Yes,CMMC,OT Attack,Medium,Medium,SIEM Solution
Energy,100,High,Yes,Yes,Yes,No,No,HITRUST,Phishing,Medium,Medium,Threat Intelligence Platform
Hospitality,100,High,Yes,Yes,Yes,Yes,No,NERC-CIP,Ransomware,Medium,Low,EDR Platform
Banking,10000,Medium,No,No,Yes,Yes,No,CCPA,Business Email Compromise,High,Medium,SIEM Solution
Technology,5000,Medium,No,No,Yes,No,Yes,NERC-CIP,DDoS,Medium,Critical,SOC-as-a-Service
E-Commerce,5000,Very High,Yes,No,Yes,No,Yes,IEC62443,OT Attack,High,Medium,PAM
Technology,2500,Medium,No,No,No,Yes,No,GDPR,APT,Medium,Low,NAC
Telecommunications,50,Medium,Yes,Yes,Yes,Yes,Yes,CCPA,Supply Chain Attack,Enterprise,Medium,WAF
Transportation,500,None,Yes,Yes,Yes,Yes,Yes,COBIT,Cryptojacking,High,Medium,Threat Intelligence Platform
Hospitality,500,High,No,Yes,No,No,No,HIPAA,Credential Theft,High,Critical,Cloud Security Platform
Banking,10000,None,Yes,Yes,No,No,Yes,IEC62443,API Attack,Enterprise,Low,CASB
Defense,250,None,No,Yes,Yes,No,No,CMMC,Credential Theft,High,Low,Email Security Gateway
Retail,10000,Very High,Yes,No,No,Yes,No,SOX,Phishing,Low,Low,NAC
Pharmaceutical,100,None,No,Yes,No,No,No,HIPAA,Nation-State Attack,Enterprise,High,EDR Platform
Defense,100,Low,Yes,Yes,No,Yes,Yes,SOX,Malware,High,Medium,CASB
Real Estate,5000,None,No,No,Yes,Yes,No,NIST,DDoS,Medium,Medium,WAF
Hospitality,5000,Very High,Yes,No,No,Yes,No,FedRAMP,Insider Threat,Low,High,DLP Solution
Insurance,100,Very High,No,Yes,No,Yes,Yes,SOX,DDoS,High,Medium,CASB
Telecommunications,250,Very High,No,Yes,No,Yes,No,HIPAA,Nation-State Attack,High,High,Data Encryption Platform
E-Commerce,500,Low,Yes,No,Yes,Yes,Yes,COBIT,Insider Threat,Low,Low,NAC
E-Commerce,5000,Very High,No,No,Yes,No,Yes,SOC2,Cryptojacking,High,High,ZTNA Solution
Finance,10000,High,No,No,Yes,No,Yes,CCPA,OT Attack,High,Medium,ZTNA Solution
Transportation,250,None,Yes,Yes,Yes,Yes,Yes,COBIT,Zero-Day Exploit,Medium,Medium,PAM
Government,2500,High,Yes,No,No,No,Yes,CMMC,Malware,Enterprise,Medium,MDR Service
Pharmaceutical,250,Low,Yes,No,Yes,No,Yes,FISMA,Web Application Attack,Enterprise,High,Vulnerability Management
Finance,50,None,No,No,Yes,No,Yes,SOX,API Attack,Low,Critical,Vulnerability Management
Government,100,High,No,No,No,Yes,No,NIST,DDoS,Low,High,NAC
Hospitality,500,Medium,Yes,Yes,Yes,No,Yes,NERC-CIP,Cryptojacking,Enterprise,Medium,SIEM Solution
Defense,100,Very High,Yes,Yes,No,Yes,Yes,FedRAMP,APT,Medium,High,Attack Surface Management
Oil & Gas,5000,Medium,Yes,No,Yes,Yes,Yes,SOC2,Nation-State Attack,Medium,Low,Security Awareness Training
Retail,10000,Medium,No,Yes,Yes,Yes,Yes,NERC-CIP,DDoS,Enterprise,Low,Vulnerability Management
E-Commerce,1000,High,No,No,Yes,No,No,COBIT,Malware,Enterprise,High,NAC
Energy,10000,None,Yes,No,Yes,Yes,No,HIPAA,Supply Chain Attack,Very Low,Medium,PAM
Logistics,10000,Low,Yes,No,No,No,No,CCPA,Cryptojacking,Medium,Low,SOC-as-a-Service
Oil & Gas,50,Low,Yes,No,No,No,No,ISO27001,OT Attack,Very Low,Medium,Threat Intelligence Platform
Healthcare,2500,Medium,No,No,No,No,Yes,ISO27001,APT,Low,High,MDR Service
Government,5000,Medium,Yes,Yes,Yes,No,Yes,ISO27001,OT Attack,Very Low,Critical,DLP Solution
Insurance,1000,High,Yes,No,Yes,Yes,No,CCPA,Data Breach,Very Low,Medium,Cloud Security Platform
Pharmaceutical,250,Low,Yes,No,Yes,No,Yes,FedRAMP,Cryptojacking,Enterprise,Medium,Threat Intelligence Platform
Energy,250,Very High,No,Yes,Yes,Yes,Yes,FedRAMP,Ransomware,Medium,Medium,XDR Platform
Healthcare,100,None,Yes,No,No,No,No,GDPR,Shadow IT,Enterprise,Low,EDR Platform
Finance,2500,Low,No,No,No,Yes,No,NIST,Malware,Very Low,Critical,SOC-as-a-Service
Retail,250,Medium,No,Yes,No,No,No,CCPA,APT,Very Low,Medium,IAM
Media,1000,Medium,Yes,No,Yes,No,Yes,FISMA,DDoS,Medium,Critical,Ransomware Protection
Media,1000,High,Yes,No,Yes,Yes,Yes,CCPA,DDoS,High,Critical,XDR Platform
